Term,Term Descr,Crse ID,Crse Offer Nbr,Session Code,Associated Class,Subject,Subject Descr,Catalog Nbr,Class Nbr,Class Section,Combined Section,Course Title Long,CRAS Crse Component,Section Enrl Cnt,Section Avg Wkly Mtg Hrs,Section Dist Hrs,Units Minimum,Units Maximum,DeptID (Class),Dept Descr (Class),Class Acad Group,Class Acad Group Descrshort,Class Mtg Nbr,GEO_Instr_IDs,CRAS Contact Percent,Instr Appor Dist Hrs,Instr Appor Wkly Mtg Hrs,Appor Student Credit Hours,Class Instr Appt DeptID,Appt Dept Descr,Appt Dept Grp,EG Rank IPEDS,EG Rank IPEDS Descr,Acad Rank Title Mod Descrshort,Tenure Status,Tenure Status Descr,Jobcode,Jobcode Descr
2370,Winter 2022,012478,1,1,2,VOICELIT,Voice Literature,388,30457,002,C,Intro-Vocal Lit,REC,20,3.0,2.95,2.00,3.00,420000,"School of Music, Theatre & Dan",MUS,Music,1,,100,2.95,3.0,59.00,420000,"School of Music,Theatre&Dance",SCHOOL_MUSIC,1,Professor,Clinical,NOT,Non Tenure Not On Track,201140,CLINICAL PROFESSOR
2370,Winter 2022,012666,1,1,1,ARTDES,Art and Design,252,35641,001, ,Intr to Metals/Jewel,LAB,13,4.5,3.00,3.00,3.00,373000,School Of Art And Design,ART,Art&Des,1,,100,3.00,4.5,39.00,373000,Stamps School of Art & Design,SCHOOL_ART_DESIGN,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012667,1,1,1,ARTDES,Art and Design,351,42392,005, ,Internship,IND,5,0.0,1.40,1.00,3.00,373000,School Of Art And Design,ART,Art&Des,1,,100,1.40,0.0,7.00,373000,Stamps School of Art & Design,SCHOOL_ART_DESIGN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012727,1,1,1,EDUC,Education,301,10501,001, ,Directed Teach Elem,LAB,6,45.0,12.00,12.00,12.00,405000,School Of Education,EDU,Edu,1,,100,12.00,45.0,72.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012727,1,1,2,EDUC,Education,301,20772,002, ,Directed Teach Elem,LAB,5,45.0,12.00,12.00,12.00,405000,School Of Education,EDU,Edu,1,,100,12.00,45.0,60.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012727,1,1,3,EDUC,Education,301,20773,003, ,Directed Teach Elem,LAB,8,45.0,12.00,12.00,12.00,405000,School Of Education,EDU,Edu,1,,100,12.00,45.0,96.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012727,1,1,4,EDUC,Education,301,23395,004, ,Directed Teach Elem,LAB,9,45.0,12.00,12.00,12.00,405000,School Of Education,EDU,Edu,1,,100,12.00,45.0,108.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012727,1,1,5,EDUC,Education,301,20774,005, ,Directed Teach Elem,LAB,8,45.0,12.00,12.00,12.00,405000,School Of Education,EDU,Edu,1,,100,12.00,45.0,96.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012728,1,1,1,EDUC,Education,302,10502,001, ,Directed Teach Sec,LAB,5,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,78812084,100,10.00,45.0,50.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012728,1,1,2,EDUC,Education,302,19129,002, ,Directed Teach Sec,LAB,7,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,70.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012728,1,1,3,EDUC,Education,302,20315,003, ,Directed Teach Sec,LAB,4,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,40.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,012728,1,1,4,EDUC,Education,302,26284,004, ,Directed Teach Sec,LAB,7,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,70.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012728,1,1,5,EDUC,Education,302,26283,005, ,Directed Teach Sec,LAB,3,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,30.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012728,1,1,6,EDUC,Education,302,20571,006, ,Directed Teach Sec,LAB,2,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,54590579,100,10.00,45.0,20.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012728,1,1,7,EDUC,Education,302,20572,007, ,Directed Teach Sec,LAB,1,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,10.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012728,1,1,8,EDUC,Education,302,24916,008, ,Directed Teach Sec,LAB,2,45.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,45.0,20.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012728,1,1,11,EDUC,Education,302,36439,011, ,Directed Teach Sec,LAB,2,41.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,50,5.00,20.5,10.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012728,1,1,11,EDUC,Education,302,36439,011, ,Directed Teach Sec,LAB,2,41.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,50,5.00,20.5,10.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012728,1,1,12,EDUC,Education,302,36443,012, ,Directed Teach Sec,LAB,1,41.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,41.0,10.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012728,1,1,13,EDUC,Education,302,36445,013, ,Directed Teach Sec,LAB,1,41.0,10.00,10.00,10.00,405000,School Of Education,EDU,Edu,1,,100,10.00,41.0,10.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012729,1,1,1,EDUC,Education,303,10503,001, ,Prob-Prin Elem Ed,SEM,6,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,12.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012729,1,1,2,EDUC,Education,303,20798,002, ,Prob-Prin Elem Ed,SEM,5,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,10.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012729,1,1,3,EDUC,Education,303,20799,003, ,Prob-Prin Elem Ed,SEM,8,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,16.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012729,1,1,4,EDUC,Education,303,23396,004, ,Prob-Prin Elem Ed,SEM,9,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,18.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012729,1,1,5,EDUC,Education,303,20800,005, ,Prob-Prin Elem Ed,SEM,8,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,16.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012730,1,1,1,EDUC,Education,304,10504,001, ,Prob-Prin Sec Ed,SEM,5,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,78812084,100,2.00,2.0,10.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012730,1,1,2,EDUC,Education,304,19130,002, ,Prob-Prin Sec Ed,SEM,8,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,16.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012730,1,1,3,EDUC,Education,304,24428,003, ,Prob-Prin Sec Ed,SEM,4,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,8.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,012730,1,1,4,EDUC,Education,304,26286,004, ,Prob-Prin Sec Ed,SEM,7,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,14.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012730,1,1,5,EDUC,Education,304,26285,005, ,Prob-Prin Sec Ed,SEM,4,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,8.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012730,1,1,6,EDUC,Education,304,20573,006, ,Prob-Prin Sec Ed,SEM,2,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,54590579,100,2.00,2.0,4.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012730,1,1,7,EDUC,Education,304,20574,007, ,Prob-Prin Sec Ed,SEM,2,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,4.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012730,1,1,8,EDUC,Education,304,24917,008, ,Prob-Prin Sec Ed,SEM,3,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,6.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012731,1,1,1,EDUC,Education,307,17522,001, ,Practicum,LAB,11,8.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,8.0,22.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012731,1,1,2,EDUC,Education,307,10505,002, ,Practicum,LAB,11,8.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,8.0,22.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2370,Winter 2022,012731,1,1,20,EDUC,Education,307,15941,020, ,Practicum,LAB,14,12.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,16969498,100,2.00,12.0,28.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012731,1,1,21,EDUC,Education,307,15942,021, ,Practicum,LAB,11,12.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,2,,100,2.00,12.0,22.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012731,1,1,22,EDUC,Education,307,15943,022, ,Practicum,LAB,13,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,2,,100,2.00,2.0,26.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012732,1,1,7,EDUC,Education,310,42684,007, ,Independent Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012732,1,1,80,EDUC,Education,310,40644,080, ,Independent Study,IND,1,0.0,4.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,4.00,0.0,4.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012732,1,1,228,EDUC,Education,310,42469,228, ,Independent Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012732,1,1,301,EDUC,Education,310,41139,301, ,Independent Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012734,1,1,197,EDUC,Education,320,42411,197, ,Honors Ind Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2370,Winter 2022,012737,1,1,1,EDUC,Education,391,10507,001, ,Ed Psych-Human Dev,REC,25,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,98077252,100,3.00,3.0,75.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012737,1,1,2,EDUC,Education,391,24429,002, ,Ed Psych-Human Dev,REC,9,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,16063681,100,3.00,3.0,27.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012737,1,1,3,EDUC,Education,391,24430,003, ,Ed Psych-Human Dev,REC,20,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,54969100,100,3.00,3.0,60.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012738,1,1,1,EDUC,Education,392,22609,001, ,Educ Multicult Soc,LEC,25,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,11180818,100,3.00,3.0,75.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012738,1,1,2,EDUC,Education,392,22610,002, ,Educ Multicult Soc,LEC,15,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,88279400,100,3.00,3.0,45.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2370,Winter 2022,012748,1,1,1,EDUC,Education,504,19142,001, ,Teach with Tech,SEM,23,3.0,1.00,1.00,1.00,405000,School Of Education,EDU,Edu,1,,50,0.50,1.5,11.50,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012748,1,1,1,EDUC,Education,504,19142,001, ,Teach with Tech,SEM,23,3.0,1.00,1.00,1.00,405000,School Of Education,EDU,Edu,1,,50,0.50,1.5,11.50,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2370,Winter 2022,012748,1,1,2,EDUC,Education,504,21914,002, ,Teach with Tech,SEM,18,3.0,1.00,1.00,1.00,405000,School Of Education,EDU,Edu,1,,50,0.50,1.5,9.00,407000,SOE- Teacher Education,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2370,Winter 2022,012748,1,1,2,EDUC,Education,504,21914,002, ,Teach with Tech,SEM,18,3.0,1.00,1.00,1.00,405000,School Of Education,EDU,Edu,1,,50,0.50,1.5,9.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2370,Winter 2022,012759,1,1,1,EDUC,Education,563,37669,001, ,Community College,LEC,14,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,50,1.50,1.5,21.00,406800,SOE-CSHPE,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012759,1,1,1,EDUC,Education,563,37669,001, ,Community College,LEC,14,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,50,1.50,1.5,21.00,406800,SOE-CSHPE,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012765,1,1,1,EDUC,Education,604,37047,001, ,Curr Dev & Eval,REC,26,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,3.0,78.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012768,1,1,1,EDUC,Education,607,27276,001, ,Cntmp Appr Ed Assess,SEM,10,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,3.0,30.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012772,1,1,1,EDUC,Education,626,26346,001,C,Prin Soft Design,SEM,24,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,3.0,72.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012774,1,1,2,EDUC,Education,638,22438,002, ,Intrn&Dir Field Exp,LAB,29,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,58.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,012774,1,1,3,EDUC,Education,638,24398,003, ,Intrn&Dir Field Exp,LAB,14,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,28.00,405000,School of Education,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012774,1,1,4,EDUC,Education,638,30672,004, ,Intrn&Dir Field Exp,LAB,10,2.0,2.00,2.00,2.00,405000,School Of Education,EDU,Edu,1,,100,2.00,2.0,20.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2370,Winter 2022,012774,1,1,5,EDUC,Education,638,31510,005, ,Intrn&Dir Field Exp,LAB,1,6.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,6.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2370,Winter 2022,012775,1,1,26,EDUC,Education,640,41080,026, ,Ind Study Ed Stdy,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2370,Winter 2022,012775,1,1,191,EDUC,Education,640,40547,191, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,2.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,200,EDUC,Education,640,41364,200, ,Ind Study Ed Stdy,IND,2,0.0,1.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,1.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,242,EDUC,Education,640,39037,242, ,Ind Study Ed Stdy,IND,7,0.0,4.43,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,4.43,0.0,31.01,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,248,EDUC,Education,640,38237,248, ,Ind Study Ed Stdy,IND,1,0.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2370,Winter 2022,012775,1,1,250,EDUC,Education,640,42214,250, ,Ind Study Ed Stdy,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,251,EDUC,Education,640,42010,251, ,Ind Study Ed Stdy,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,266,EDUC,Education,640,41079,266, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,2.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2370,Winter 2022,012775,1,1,273,EDUC,Education,640,42109,273, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,2.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2370,Winter 2022,012775,1,1,283,EDUC,Education,640,40998,283, ,Ind Study Ed Stdy,IND,2,0.0,2.50,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,2.50,0.0,5.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,292,EDUC,Education,640,41185,292, ,Ind Study Ed Stdy,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012775,1,1,293,EDUC,Education,640,39157,293, ,Ind Study Ed Stdy,IND,1,0.0,1.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,1.00,0.0,1.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2370,Winter 2022,012775,1,1,296,EDUC,Education,640,40950,296, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,2.00,0.0,2.00,406800,SOE-CSHPE,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012776,1,1,248,EDUC,Education,655,38236,248, ,Dir Resear Ed Study,IND,1,0.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2370,Winter 2022,012776,1,1,252,EDUC,Education,655,40622,252, ,Dir Resear Ed Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012776,1,1,275,EDUC,Education,655,40800,275, ,Dir Resear Ed Study,IND,1,0.0,6.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,6.00,0.0,6.00,458300,Hlth Behavior & Hlth Ed Dept,SCHOOL_PUB_HEALTH,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012776,1,1,283,EDUC,Education,655,40623,283, ,Dir Resear Ed Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2370,Winter 2022,012776,1,1,298,EDUC,Education,655,40949,298, ,Dir Resear Ed Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2370,Winter 2022,012776,1,1,302,EDUC,Education,655,40948,302, ,Dir Resear Ed Study,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,,100,3.00,0.0,3.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
