Term,Term Descr,Crse ID,Crse Offer Nbr,Session Code,Associated Class,Subject,Subject Descr,Catalog Nbr,Class Nbr,Class Section,Combined Section,Course Title Long,CRAS Crse Component,Section Enrl Cnt,Section Avg Wkly Mtg Hrs,Section Dist Hrs,Units Minimum,Units Maximum,DeptID (Class),Dept Descr (Class),Class Acad Group,Class Acad Group Descrshort,Class Mtg Nbr,CRAS Contact Percent,Instr Appor Dist Hrs,Instr Appor Wkly Mtg Hrs,Appor Student Credit Hours,Class Instr Appt DeptID,Appt Dept Descr,Appt Dept Grp,EG Rank IPEDS,EG Rank IPEDS Descr,Acad Rank Title Mod Descrshort,Tenure Status,Tenure Status Descr,Jobcode,Jobcode Descr
2380,Spring 2022,006273,1,1,1,SPANISH,Spanish,100,50367,101, ,Intensive Elem Span,REC,10,8.0,8.00,8.00,8.00,186500,Romance Languages Department,LSA,L S A,1,50,4.00,4.0,40.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,006274,1,1,1,SPANISH,Spanish,103,52911,101, ,Review-Elementary,REC,6,4.0,4.00,4.00,4.00,186500,Romance Languages Department,LSA,L S A,1,100,4.00,4.0,24.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,006277,1,1,1,SPANISH,Spanish,231,50370,101, ,Second Year Span,REC,16,4.0,4.00,4.00,4.00,186500,Romance Languages Department,LSA,L S A,1,100,4.00,4.0,64.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,006277,1,1,3,SPANISH,Spanish,231,51526,103, ,Second Year Span,REC,9,4.0,4.00,4.00,4.00,186500,Romance Languages Department,LSA,L S A,1,100,4.00,4.0,36.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,006305,1,1,1,STATS,Statistics,412,51846,101, ,Intro Prob Stat,LEC,35,3.0,3.00,3.00,3.00,188500,Statistics Department,LSA,L S A,1,100,3.00,3.0,105.00,188500,LSA Statistics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,006578,1,1,1,GUITAR,Guitar,111,53111,202, ,Intro Guitar,REC,8,2.0,2.00,2.00,2.00,420000,"School of Music, Theatre & Dan",MUS,Music,1,100,2.00,2.0,16.00,420000,"School of Music,Theatre&Dance",SCHOOL_MUSIC,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2380,Spring 2022,006812,1,1,1,PHARMACY,Pharmacy,702,53367,101, ,Therap Prob Solv III,REC,1,4.0,4.00,4.00,4.00,445000,College Of Pharmacy,PHR,Pharmacy,1,100,4.00,4.0,4.00,445100,PHARMACY Clinical Pharmacy,COLLEGE_PHARMACY,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2380,Spring 2022,007114,1,1,1,RCSSCI,Social Sciences,360,53310,101,C,Social Sci Jr Sem,SEM,8,3.0,3.00,3.00,3.00,186000,Residential College,RC,LSA RC,1,100,3.00,3.0,24.00,186000,LSA UG: Residential College,COLLEGE_OF_LSA,2,Associate Professor, ,NOT,Non Tenure Not On Track,201501,Assoc Professor
2380,Spring 2022,007484,1,1,1,MKT,Marketing,310,52953,101, ,Fundmntls Sales Mgt,REC,17,2.6,3.00,3.00,3.00,380000,School of Business Admin,BA,Ross Sch,1,100,3.00,2.6,51.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,007882,2,1,1,HISTORY,History,275,53299,101,C,Af-Am Hst II,LEC,23,3.0,3.00,3.00,3.00,179000,History Department,LSA,L S A,1,100,3.00,3.0,69.00,179000,LSA History,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2380,Spring 2022,008021,1,1,150,ASIAN,Asian Studies,495,53599,150, ,Honors Thesis,IND,1,0.0,1.00,1.00,3.00,176000,Asian Languages And Cultures,LSA,L S A,1,100,1.00,0.0,1.00,176000,LSA Asian Languages & Cultures,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,008110,1,1,1,CLCIV,Classical Civilization,372,52857,101, ,Sports&Life in Rome,LEC,16,2.3,2.46,3.00,3.00,174000,Classical Studies Department,LSA,L S A,1,100,2.46,2.3,39.36,174000,LSA Classical Studies,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,008110,1,1,1,CLCIV,Classical Civilization,372,52858,102, ,Sports&Life in Rome,DIS,5,0.5,0.54,3.00,3.00,174000,Classical Studies Department,LSA,L S A,1,100,0.54,0.5,2.70,174000,LSA Classical Studies,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,008110,1,1,1,CLCIV,Classical Civilization,372,52859,103, ,Sports&Life in Rome,DIS,11,0.5,0.54,3.00,3.00,174000,Classical Studies Department,LSA,L S A,1,100,0.54,0.5,5.94,174000,LSA Classical Studies,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,008340,1,1,1,EARTH,Earth & Environmental Sciences,110,52483,101, ,Evolving Oceans,LEC,10,1.0,1.00,1.00,1.00,177000,Earth & Environmental Sciences,LSA,L S A,1,100,1.00,1.0,10.00,177000,LSA Earth & Environmental Sci.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,009014,1,1,1,SLAVIC,Slavic,312,50964,101,C,Cnt Eur Cinema,LAB,47,3.0,1.50,3.00,3.00,187000,Slavic Languages & Lit Dept,LSA,L S A,1,50,0.75,1.5,35.25,187000,LSA Slavic Languages & Lit.,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,009014,1,1,1,SLAVIC,Slavic,312,50964,101,C,Cnt Eur Cinema,LAB,47,3.0,1.50,3.00,3.00,187000,Slavic Languages & Lit Dept,LSA,L S A,1,50,0.75,1.5,35.25,187000,LSA Slavic Languages & Lit.,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,009014,1,1,1,SLAVIC,Slavic,312,50965,102,C,Cnt Eur Cinema,LEC,47,3.0,1.50,3.00,3.00,187000,Slavic Languages & Lit Dept,LSA,L S A,1,100,1.50,3.0,70.50,187000,LSA Slavic Languages & Lit.,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,009027,1,1,1,SOC,Sociology,335,52733,101,C,Urban Inequality,LEC,26,3.0,3.00,3.00,3.00,187500,Sociology Department,LSA,L S A,1,100,3.00,3.0,78.00,187500,LSA Sociology,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,009032,1,1,1,SOC,Sociology,475,52951,101, ,"Hlth, Med, & Society",LEC,26,3.0,3.00,3.00,3.00,187500,Sociology Department,LSA,L S A,1,100,3.00,3.0,78.00,187500,LSA Sociology,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2380,Spring 2022,009079,1,1,1,STATS,Statistics,426,52202,101, ,Intro to Theo Stat,LEC,39,3.0,3.00,3.00,3.00,188500,Statistics Department,LSA,L S A,1,100,3.00,3.0,117.00,188500,LSA Statistics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,009270,1,1,1,MUSICOL,Musicology,346,52962,201, ,History of Music,LEC,11,3.0,3.00,3.00,3.00,420000,"School of Music, Theatre & Dan",MUS,Music,1,100,3.00,3.0,33.00,420000,"School of Music,Theatre&Dance",SCHOOL_MUSIC,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2380,Spring 2022,009383,1,1,1,PHARMACY,Pharmacy,712,53231,101, ,Therap Prob Solv IV,REC,3,4.0,4.00,4.00,4.00,445000,College Of Pharmacy,PHR,Pharmacy,1,100,4.00,4.0,12.00,445100,PHARMACY Clinical Pharmacy,COLLEGE_PHARMACY,1,Professor,Clinical,NOT,Non Tenure Not On Track,201140,CLINICAL PROFESSOR
2380,Spring 2022,010099,1,1,1,SPANISH,Spanish,467,53041,101, ,Lit&Artistic Mvmts,REC,7,3.0,3.00,3.00,3.00,186500,Romance Languages Department,LSA,L S A,1,100,3.00,3.0,21.00,186500,LSA Romance Languages & Lit.,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,010320,1,1,1,AAS,Afroamerican & African Studies,340,50147,101,C,Blacks in Films,LEC,15,3.0,3.00,3.00,3.00,190300,Dept of Afro-Am & African Std,LSA,L S A,1,100,3.00,3.0,45.00,190300,LSA DAAS,COLLEGE_OF_LSA,1,Professor,Visiting,NOT,Non Tenure Not On Track,201050,VISITING PROFESSOR
2380,Spring 2022,010398,1,1,1,LING,Linguistics,315,53055,101, ,Intro To Syntax,LEC,7,3.0,3.00,3.00,3.00,181200,Department of Linguistics,LSA,L S A,1,100,3.00,3.0,21.00,181200,LSA Linguistics,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,010853,1,1,1,LING,Linguistics,111,53117,101, ,Intro to Language,LEC,15,3.0,3.00,3.00,3.00,181200,Department of Linguistics,LSA,L S A,1,100,3.00,3.0,45.00,181200,LSA Linguistics,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,010886,1,1,1,MATH,Mathematics,423,51246,101, ,Math of Finance,LEC,17,3.0,3.00,3.00,3.00,183000,Mathematics Department,LSA,L S A,1,100,3.00,3.0,51.00,183000,LSA Mathematics,COLLEGE_OF_LSA,3,Assistant Professor, ,NOT,Non Tenure Not On Track,202001,Asst Professor
2380,Spring 2022,011163,1,1,1,STDABRD,Study Abroad,456,53473,101, ,Lond Schl Econ UK,LEC,12,7.3,7.33,1.00,15.00,171500,Office of International Progra,LSA,L S A,0,100,7.33,7.3,87.96,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,011947,1,1,1,ECON,Economics,310,51983,101, ,Money & Banking,LEC,19,3.0,3.00,3.00,3.00,175000,Economics Department,LSA,L S A,1,100,3.00,3.0,57.00,175000,LSA Economics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2380,Spring 2022,011948,1,1,1,ECON,Economics,320,52427,101, ,Survey-Labor Econ,LEC,6,3.0,3.00,3.00,3.00,175000,Economics Department,LSA,L S A,1,100,3.00,3.0,18.00,175000,LSA Economics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,011954,1,1,1,ECON,Economics,380,53315,101, ,Public Finance,LEC,10,3.0,3.00,3.00,3.00,175000,Economics Department,LSA,L S A,1,100,3.00,3.0,30.00,175000,LSA Economics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,52000,200, ,Prog&Data Struct,LEC,70,3.0,3.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,3.00,3.0,210.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,52001,301, ,Prog&Data Struct,LAB,27,2.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,2.0,27.00,216000,Elec Engr & Comp Sci,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,52002,302, ,Prog&Data Struct,LAB,31,2.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,2.0,31.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,52408,303, ,Prog&Data Struct,LAB,28,2.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,2.0,28.00,216000,Elec Engr & Comp Sci,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,53216,304, ,Prog&Data Struct,LAB,31,2.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,2.0,31.00,216000,Elec Engr & Comp Sci,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,53219,305, ,Prog&Data Struct,LAB,21,2.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,2.0,21.00,172800,LSA UG: Science Learning Ctr.,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable,011100,TUTOR I (TEMP)
2380,Spring 2022,012112,1,1,1,EECS,Elec Engin & Computer Sci,280,53364,100, ,Prog&Data Struct,LEC,68,3.0,3.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,3.00,3.0,204.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,012126,1,1,1,EECS,Elec Engin & Computer Sci,370,52785,100, ,Intro Computer Org,LEC,93,3.0,3.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,3.00,3.0,279.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202860,LEO Lecturer III
2380,Spring 2022,012126,1,1,1,EECS,Elec Engin & Computer Sci,370,52786,101, ,Intro Computer Org,DIS,23,1.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,1.0,23.00,216000,Elec Engr & Comp Sci,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,012126,1,1,1,EECS,Elec Engin & Computer Sci,370,52787,102, ,Intro Computer Org,DIS,33,1.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,1.0,33.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable,011600,INSTRUCTIONAL AIDE (TEMP)
2380,Spring 2022,012126,1,1,1,EECS,Elec Engin & Computer Sci,370,53000,103, ,Intro Computer Org,DIS,28,1.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,1.0,28.00,216000,Elec Engr & Comp Sci,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2380,Spring 2022,012126,1,1,1,EECS,Elec Engin & Computer Sci,370,53628,104, ,Intro Computer Org,DIS,9,1.0,1.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,1.00,1.0,9.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,7,Other CRAS Instructional, ,NA,Not Applicable,011600,INSTRUCTIONAL AIDE (TEMP)
2380,Spring 2022,012159,1,1,1,EECS,Elec Engin & Computer Sci,497,53094,100, ,Human-Centered SW,LEC,42,4.0,4.00,4.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,4.00,4.0,168.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,012200,1,1,9,EECS,Elec Engin & Computer Sci,599,51416,009, ,Directed Study,IND,1,0.0,3.00,1.00,4.00,216000,Electrical Engr & Computer Sci,ENG,Eng,1,100,3.00,0.0,3.00,215900,EECS - CSE Division,COLLEGE_ENGINEERING,1,Professor, ,NOT,Non Tenure Not On Track,201001,Professor
2380,Spring 2022,012775,1,1,26,EDUC,Education,640,53522,026, ,Ind Study Ed Stdy,IND,1,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,3.00,0.0,3.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2380,Spring 2022,012775,1,1,191,EDUC,Education,640,53516,191, ,Ind Study Ed Stdy,IND,3,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,3.00,0.0,9.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,012775,1,1,194,EDUC,Education,640,53527,194, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,2.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,012775,1,1,228,EDUC,Education,640,53606,228, ,Ind Study Ed Stdy,IND,1,0.0,2.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,2.00,0.0,2.00,408000,SOE-Educational Studies,SCHOOL_EDUCATION,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2380,Spring 2022,012775,1,1,242,EDUC,Education,640,53530,242, ,Ind Study Ed Stdy,IND,3,0.0,4.17,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,4.17,0.0,12.51,408000,SOE-Educational Studies,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,012775,1,1,263,EDUC,Education,640,53541,263, ,Ind Study Ed Stdy,IND,2,0.0,3.00,1.00,6.00,405000,School Of Education,EDU,Edu,1,100,3.00,0.0,6.00,185500,LSA Psychology,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,012803,1,1,189,EDUC,Education,770,53554,189, ,Ind St High&Cont Ed,IND,1,0.0,3.00,1.00,3.00,405000,School Of Education,EDU,Edu,1,100,3.00,0.0,3.00,406800,SOE-CSHPE,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,012874,1,1,865,EEB,Ecology & Evolutionary Biology,300,53591,865, ,Undergrad Research,IND,1,0.0,2.00,1.00,3.00,189100,Ecology & Evolutionary Biology,LSA,L S A,1,100,2.00,0.0,2.00,189100,LSA Ecology & Evolutionary Bio,COLLEGE_OF_LSA,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2380,Spring 2022,012881,1,1,22,COMPLIT,Comparative Literature,498,53594,022, ,Directed Reading,IND,1,0.0,1.00,1.00,4.00,191400,Comparative Literature Program,LSA,L S A,1,100,1.00,0.0,1.00,174000,LSA Classical Studies,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,012885,1,1,1,FTVM,"Film, Television, and Media",375,52910,101, ,T.V. Theory&Crit,LEC,17,3.0,3.00,3.00,3.00,191600,"Film, Television, and Media",LSA,L S A,1,100,3.00,3.0,51.00,191600,"LSA Film,Television,and Media",COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2380,Spring 2022,012990,2,1,173,ENVIRON,Environment,300,53543,173, ,Spec Prob&Res-Ugrad,IND,1,0.0,3.00,1.00,4.00,435310,Program in the Environment,EAS,EAS,1,100,3.00,0.0,3.00,172700,LSA Biological Station,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2380,Spring 2022,013207,1,1,1,EDUC,Education,868,53400,101, ,HE Leadership,SEM,16,2.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,100,3.00,2.0,48.00,406800,SOE-CSHPE,SCHOOL_EDUCATION,1,Professor,Clinical,NA,Not Applicable,201010,CLIN PROF EMERITUS/A
2380,Spring 2022,013302,1,1,1,ECON,Economics,485,53110,101, ,Law & Economics,LEC,33,3.0,3.00,3.00,3.00,175000,Economics Department,LSA,L S A,1,100,3.00,3.0,99.00,175000,LSA Economics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,013367,1,1,1,PSYCH,Psychology,355,53436,101, ,Cognitive Develop,LEC,21,3.0,3.00,3.00,3.00,185500,Psychology Department,LSA,L S A,1,100,3.00,3.0,63.00,185500,LSA Psychology,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2380,Spring 2022,014485,1,1,2,SM,Sport Management,403,52164,102, ,Internship in SM,LAB,2,2.0,1.00,1.00,1.00,450000,School of Kinesiology,KIN,Kin,1,100,1.00,2.0,2.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,014485,1,1,4,SM,Sport Management,403,52166,104, ,Internship in SM,LAB,1,6.0,3.00,3.00,3.00,450000,School of Kinesiology,KIN,Kin,1,100,3.00,6.0,3.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,014486,1,1,7,SM,Sport Management,470,53557,007, ,Independent Study,IND,1,0.0,1.00,1.00,3.00,450000,School of Kinesiology,KIN,Kin,1,100,1.00,0.0,1.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,014486,1,1,120,SM,Sport Management,470,53627,120, ,Independent Study,IND,1,0.0,3.00,1.00,3.00,450000,School of Kinesiology,KIN,Kin,1,100,3.00,0.0,3.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,014493,1,1,69,KINESLGY,Kinesiology,684,53571,069, ,Ind Res in Kin,IND,4,0.0,4.75,1.00,6.00,450000,School of Kinesiology,KIN,Kin,1,100,4.75,0.0,19.00,450000,School of Kinesiology,SCHOOL_KINESIOLOGY,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2380,Spring 2022,014524,1,1,223,BIOLOGY,Biology,200,53601,223, ,Undergrad Tutorial,IND,1,0.0,3.00,1.00,3.00,188900,Biology Department,LSA,L S A,1,100,3.00,0.0,3.00,189000,LSA Molec./Cell./Develop. Bio,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,014540,1,1,1,BIOLOGY,Biology,226,53352,101, ,Hum&Animal Phys Lab,LAB,7,4.0,2.00,2.00,2.00,188900,Biology Department,LSA,L S A,1,100,2.00,4.0,14.00,188900,LSA Biology - Undergraduate,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,014540,1,1,1,BIOLOGY,Biology,226,53368,103, ,Hum&Animal Phys Lab,LAB,14,4.0,2.00,2.00,2.00,188900,Biology Department,LSA,L S A,1,100,2.00,4.0,28.00,188900,LSA Biology - Undergraduate,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2380,Spring 2022,014546,1,1,1,BIOLOGY,Biology,282,50191,711,C,General Ecology,LEC,21,10.3,3.00,3.00,3.00,188900,Biology Department,LSA,L S A,1,80,2.40,8.2,50.40,172700,LSA Biological Station,COLLEGE_OF_LSA,1,Professor,Visiting,NOT,Non Tenure Not On Track,201050,VISITING PROFESSOR
2380,Spring 2022,014546,1,1,1,BIOLOGY,Biology,282,50191,711,C,General Ecology,LEC,21,10.3,3.00,3.00,3.00,188900,Biology Department,LSA,L S A,1,20,0.60,2.1,12.60,172700,LSA Biological Station,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable,011600,INSTRUCTIONAL AIDE (TEMP)
2380,Spring 2022,014546,1,1,1,BIOLOGY,Biology,282,51293,712,C,General Ecology,LEC,20,11.1,3.00,3.00,3.00,188900,Biology Department,LSA,L S A,1,20,0.60,2.2,12.00,172700,LSA Biological Station,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable,011600,INSTRUCTIONAL AIDE (TEMP)
2380,Spring 2022,014546,1,1,1,BIOLOGY,Biology,282,51293,712,C,General Ecology,LEC,20,11.1,3.00,3.00,3.00,188900,Biology Department,LSA,L S A,1,80,2.40,8.9,48.00,172700,LSA Biological Station,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2380,Spring 2022,014987,1,1,3,AAS,Afroamerican & African Studies,358,53040,103, ,Black World Studies,SEM,8,3.0,3.00,3.00,3.00,190300,Dept of Afro-Am & African Std,LSA,L S A,1,100,3.00,3.0,24.00,190300,LSA DAAS,COLLEGE_OF_LSA,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2380,Spring 2022,015033,1,1,2,MATH,Mathematics,217,52410,102, ,Linear Algebra,LEC,13,4.0,3.85,3.00,4.00,183000,Mathematics Department,LSA,L S A,1,100,3.85,4.0,50.05,183000,LSA Mathematics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2380,Spring 2022,015033,1,1,3,MATH,Mathematics,217,52575,103, ,Linear Algebra,LEC,15,4.0,4.00,3.00,4.00,183000,Mathematics Department,LSA,L S A,1,100,4.00,4.0,60.00,183000,LSA Mathematics,COLLEGE_OF_LSA,3,Assistant Professor, ,NOT,Non Tenure Not On Track,202001,Asst Professor
2380,Spring 2022,015125,1,1,125,APPPHYS,Applied Physics,715,53579,125, ,Ind Research,IND,2,0.0,5.00,1.00,5.00,184600,Applied Physics Program,LSA,L S A,1,100,5.00,0.0,10.00,227000,Nuclear Eng & Radiological Sci,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2380,Spring 2022,015125,1,1,300,APPPHYS,Applied Physics,715,53580,300, ,Ind Research,IND,2,0.0,2.00,1.00,5.00,184600,Applied Physics Program,LSA,L S A,1,100,2.00,0.0,4.00,227000,Nuclear Eng & Radiological Sci,COLLEGE_ENGINEERING,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
